question,answer,cat,sub_cat
How can I get an Etisalat Porting Request Application form?,Etisalat MNP forms are available at all Etisalat touch points; they can also be downloaded from the Etisalat website. (Click here to download the application Form),mobilenew,mobile_postpaid
Can I port a landline number?,"No, the service is applicable only to mobile services.",mobilenew,mobile_postpaid
Do I have to change my SIM card to port my number to Etisalat?,Yes. Etisalat will offer you a new SIM card when you apply for porting. Etisalat will activate the new SIM card with your existing number.,mobilenew,mobile_postpaid
What will happen to the contacts in my SIM card?,Your new SIM card will not have your old contacts. It is advised to back up your contacts from the old SIM to phone and then copy them on to the new SIM card.,mobilenew,mobile_postpaid
"If I move out from my home, can I bring along the white fiber box (ONT) with me?","The fiber box or Optical Network Terminal ""ONT"" installed in your residence belongs to Etisalat. It is intended to remain for the use of the next resident. Customers are not allowed to take them away when they move out.",elife_faqs,elife
Can I upgrade or downgrade between the different eLife bundles?,"Yes, you can. However, there will be a nominal fee of AED100 for the downgrade. If the downgrade or upgrade happens within a promotional period, (i.e. during the 3-months of discounted rentals) your new speed will be charged at the regular price only.",elife_faqs,elife
How does the monthly bill look like – would I receive separate bills for the eLife services?,"For your ease of understanding and convenience, you will receive one consolidated bill for all eLife bundled services. The bill summarizes each service and provides details of any usage for each.",elife_faqs,elife
Can I upgrade or downgrade between the three Nonstop Daily Plans? ,"Yes, you may upgrade or downgrade between the Nonstop Daily Plans anytime. In case of upgrades (Bronze to Silver/ Bronze to Gold/ Silver to Gold) your old plan will be removed immediately and the new plan will become effective.,In case of downgrades (Gold to Silver/ Gold to Bronze/ Silver to Bronze), you will have to cancel your old subscription first and then subscribe to the lower plan.",mobilenew,mobile_data
How can I monitor Data Usage on the Nonstop Daily Plans? ,"You can keep track of your data usage using the below three options:,You will also be notified via SMS in the following cases:,There is no out of bundle data rating on the Nonstop Daily Plans.",mobilenew,mobile_data
Can I use the Nonstop Daily Plans on my BlackBerry?,If you have a BB10 operating system and above you will be able to enjoy the Nonstop Daily Plans. Older BB operating system customers would not benefit from these plans.,mobilenew,mobile_data
1. What is Data Booster? ,Etisalat understands your need for more data and introducing 2 new data boosters to offer you great value for money data boosters. Data boosters are one time data pack.,mobilenew,mobile_data
2. What are the data boosters available now?,,mobilenew,mobile_data
3. How I will be charged? ,You will be charged full and data allowance will be given in full irrespective of subscription date.,mobilenew,mobile_data
4. Who are eligible to purchase data boosters?,"Any Postpaid customer, who is subscribed to any 1 GB or higher data pack, can purchase data booster.",mobilenew,mobile_data
5. How I will be able to purchase data booster?,"You can purchase the data packs via sms, USSD, IVR, Mobile app",mobilenew,mobile_data
6. Can I purchase multiple data boosters?,"Yes, you can purchase multiple data boosters.",mobilenew,mobile_data
7. What happens if I do not use all my data allowance within the validity period? ,Any remaining MBs will automatically expire by end of bill cycle and will not be carried over.,mobilenew,mobile_data
8. How can I monitor my remaining balance?,"You can keep track of your data usage using the below three options:,- Via SMS: SMS ‘DATA’ to 1010 ,- Via USSD: Dial *170#,- Via Etisalat UAE Mobile App,You will also be notified via SMS in the following cases:,- On consuming 80%, 90% and 100% of data boosters,- On consuming 80%, 90% and 100% of data boosters",mobilenew,mobile_data
9. How I will be able to unsubscribe from data boosters?,Data boosters are one-time packs .Data boosters will not renew automatically.,mobilenew,mobile_data
10. What is the priority of data consumption?,"Your data will be consumed in the following way :,First, your data allowance in plan will be consumed, then if data allowance of any data pack you have purchased and then the data allowance of data booster.",mobilenew,mobile_data
11. How many data units will I get for 1 GB package allowance?,"Etisalat follows uniform data allowance configuration across its packages, and your data units will be based on the below conversion,1 GB = 1,000 MB; 1 MB = 1,000 KB; 1 KB = 1,024 Bytes",mobilenew,mobile_data
"12. How my data units will be consumed for package, and pay-as-you-go usage? ","When consuming data from a data package, your allowance will be deducted on the basis of 30 KB increments, whereas for pay-as-you-go data usage without any package, you will be rated on a 1 KB pulse.",mobilenew,mobile_data
What is the new Data Balance Transfer service?,"The new Data Balance Transfer service allows you to transfer data from your own monthly allowance to any other Prepaid or Postpaid Etisalat number as below:
,
• Transfer in multiples of 100MB
,
• Transferred data will have 10 days validity
,
• AED 3/ 100MB Transfer Fee
,
• Maximum 5 transfers allowed per Month
,
• Allowed for monthly plans with 1GB data allowance or more,The flexibility and value that come with the Data Balance Transfer service are unmatched, as you can now transfer your unused data to your friends & family if they run out of data anytime.",mobilenew,mobile_data
Who can send or receive data using Data Balance Transfer?,"All Prepaid & Postpaid subscribers can use the Data Balance Transfer service. Postpaid customers need to have been using their connection for at least 3 months to be able to transfer.
,
Data Balance Transfer is not allowed for Visitors and Business customers.",mobilenew,mobile_data
How can I transfer data using this service?,"You can transfer data to any Etisalat number using the below three options:
,
• Via USSD Direct Dial: Dial #100*Receiver-Number*Data-in-MB# to Transfer data
,
• For example, Dial #100*05XXXXXXXX*1000# to Transfer 1GB data to Receiver Number 05XXXXXXXX
,
•Via USSD Menu: Dial #100#",mobilenew,mobile_data
How will I be notified about the status of the Data Balance Transfer?,"Upon successful Data Balance Transfer, both you & the receiver will receive an SMS confirmation. In case of failed transaction, you will receive an SMS notification with the reason for failure.",mobilenew,mobile_data
Is there any limit on how much data I can transfer to others?,"The following restrictions apply for Data Balance Transfer service:
,
• Successful Transactions Limit - 5 Per calendar Month
,
• Minimum MB Amount per Transaction – 100 MB
,
• Maximum MB Amount per Transaction
,
• Unlimited if you are sending from a prepaid line; 5GB if you are sending from a postpaid line
,
• Also, transfers are accepted as long as remaining allowance doesn’t dip below 100MB in your own plan",mobilenew,mobile_data
How will the Transferred Data Balance work?,"The following rules apply on the Transferred Data Balance:
,
• Transferred data will have a fixed validity of 10 days
,
• There is no restriction for receivers on number, or value of data transfers – every transfer will have its own allowance and validity
,
• In case the receiver has other general volume based data plans [like 1GB, 5GB, 10GB plans], then consumption will be first from the transferred data balance and then from the other plans
,
• In case the receiver has only the transferred data balance, and the balance is depleted but still not expired, he/ she will be protected from out of bundle charges and data access will be blocked
,
• Lastly, transferred data may be re-transferred to others",mobilenew,mobile_data
How can I know the rate of a particular country on this offer?,"To know the rate for a particular destination, you can:
,
- , to see the complete list of countries and tariffs.",mobilenew,mobile_prepaid
I am a Per Minute Wasel tariff plan customer. How would I be charged for my calls after I have opted into this offer?,"Once you have opted-in to this offer, all your calls to:
,
- (example) India will be charged at 0.63 AED/min.
,
- (example) Philippines will be charged at 1.26 AED/min. 
,
- (example) UK will be charged at 1.89 AED/min.
,
Your National calls will be charged as per standard rates on a per minute basis. (5% VAT inluded).",mobilenew,mobile_prepaid
Is this offer a temporary offer?,"No, this is a permanent / ongoing offer.",mobilenew,mobile_prepaid
What is the SMS Packs?,"Etisalat offers its Prepaid Wasel customers SMS packs at a great price. You can choose any pack based on your needs. What’s more, you can purchase as many packs as you need.",mobilenew,mobile_prepaid
Local SMS Pack?,*Validity of the packs is 30 days,mobilenew,mobile_prepaid
International SMS Pack?,"Subscribe to our international SMS bundles and benefit from lower international SMS rates.,*International SMSs valid for 100 destinations. Additional SMSs will be charged at regular rates. ,Note: International SMS bundles are valid for prepaid customers only.",mobilenew,mobile_prepaid
How can I activate the SMS Pack?,Once the pack has been purchased a confirmation SMS will be sent.,mobilenew,mobile_prepaid
Do I have to activate the SMS Pack every time it expires?,"Yes, these are one-off packs that can be purchased as many times as you wish whenever needed. At the end of the validity period the packs will be expired and you would have to repurchase them again. ",mobilenew,mobile_prepaid
What happens if I don’t have enough balance in my account?,You will have to recharge your wasel prepaid account and try activating the pack.,mobilenew,mobile_prepaid
Can I Deactivate these packs?,Since these are a one-off packs there would be no need to deactivate them since you have already paid for them. You can continue using the included messages until your pack expires.,mobilenew,mobile_prepaid
Can I purchase multiple SMS Pack of the same category at the same time?,"Yes, you can purchase multiple packs of the same category at the same time, each pack will have its own allowance and validity period.",mobilenew,mobile_prepaid
Can I still enjoy my current prepaid tariff plan?,"Yes, you can continue to benefit from your existing tariff. Any National SMS sent will first be consumed from your monthly SMS pack, any usage beyond that will be charged from your main balance and as per your existing tariff plan rate.",mobilenew,mobile_prepaid
What happens if I don’t use all my SMS within the validity period?,All unused SMS will automatically be expired.,mobilenew,mobile_prepaid
How can I check my remaining SMS balance?,"After each call, you’ll receive an SMS containing details of your remaining SMS. You can also check your remaining balance at any time by dialing *101# and choosing Option 1 - Account Management.",mobilenew,mobile_prepaid
Easy recharge methods,"Etisalat offers you convenient ways to recharge your prepaid line:
,
• ,It is simple. Download the free Etisalat UAE mobile app, create your account, view your information, recharge and do lots more. The app is available on iOS App Store, Google Play, BlackBerry and Windows Stores.
,
• ,Recharge your prepaid mobile account on ,. It is quick, convenient and safe. Enter your mobile number, amount and pay online using your credit or debit card.
,
• ,Conveniently recharge your prepaid mobile account on ,. Log in and pay online using your credit card or debit card.
,
• ,Buy an Etisalat recharge card or eVoucher from any store or an Etisalat partner that is closest to you. Recharge by dialing *120*[card number]#.
",mobilenew,mobile_prepaid
Other recharge methods,"• ,You can easily and securely transfer credit locally from one prepaid or postpaid mobile account to another prepaid account by dialing *100*phone number*amount# and pressing OK.
,
• ,Our International credit transfer service lets you transfer credit to any number in the world at amazing international exchange rates. It is free. Send the international number via SMS to 1700.
,
• ,Recharge your prepaid account using Etisalat Payment Machines located at Etisalat’s stores and other strategic locations across the UAE.
,
• ,Recharge your prepaid account using your preferred bank’s ATM channel or through the bank’s online banking, phone banking, mobile banking and other services.",mobilenew,mobile_prepaid
What is the Daily Combo Pack?,"The Daily Combo pack is a combination of voice minutes and mobile data for customers with light usage. Once subscribed, customers can enjoy making local and/or international calls, surf the net, use social networking apps, as well as send texts daily.",mobilenew,mobile_prepaid
How can I activate the Daily Combo Pack?,To subscribe: SMS to 1012 with ODCP,mobilenew,mobile_prepaid
What’s the duration of the subscription and validity period of the pack?,"Once activated, you’ll enjoy the pack benefits every day. The pack is automatically renewed every 24 hours, at the same time you first activated the offer. You’ll stay subscribed to the offer until you deactivate it. E.g. if you activate the pack at 7pm, the pack will remain active for 24 hours and a new pack will be renewed the following day at 7pm.",mobilenew,mobile_prepaid
What are the standard Telephone plans available?,The standard Telephone plans available are the Postpaid and Prepaid plans.,telephonenew,telephone_getting_a_phone-line
How can I apply for a standard Telephone?,You can apply for a standard Telephone by visiting our nearest Etisalat Business / Service centre. You can also call 101 for our Customer Care Center.,telephonenew,telephone_getting_a_phone-line
How can I place an order for an additional telephone line?,You can apply for an additional Telephone online through Etisalat Online Services. You can also order by visiting our nearest Etisalat Business / Service centre or calling 101 for our Customer Care representatives.,telephonenew,telephone_getting_a_phone-line
Can I use Etisalat's Prepaid Card to make international calls from my Telephone?,Yes. You can use Etisalat's Prepaid Calling Card to make international calls from your Telephone.,telephonenew,telephone_getting_a_phone-line
Can I apply for a Telephone if I live in shared accommodation?,Yes. You can apply for a Telephone if you provide a 'No Objection' certificate from the person whose name appears in the tenancy contract.,telephonenew,telephone_getting_a_phone-line
How can I subscribe to STAR Services for my telephone?,"You can subscribe to one or all of our STAR Services simply by dialing 182 from your telephone, in which case no subscription charges are applied or visiting our nearest Etisalat Business / Service Centre.",telephonenew,telephone_getting_a_phone-line
How to activate and deactivate Call Forwarding?,"To activate Call Forwarding, press *21*, followed by the desired telephone number, and the # key. To deactivate the service, Press #21#.",telephonenew,telephone_calling_plans
How to activate and deactivate Call Waiting?,"To activate Call Waiting, press *43#. To deactivate the service, press #43#.",telephonenew,telephone_calling_plans
How to activate and deactivate Call Barring?,"To activate Call Barring, press *33*, followed by your 4-digit password, and the # key. To deactivate the service, press #33*, followed by your 4-digit password, and the # key.",telephonenew,telephone_calling_plans
How to activate and deactivate Do Not Disturb?,"To activate Call Waiting, press *26#. To deactivate the service, press #26#.",telephonenew,telephone_calling_plans
How to activate and deactivate FollowMe and Call Forwarding?,"To activate FollowMe and Call Forwarding, dial 146 and follow the voice prompts.",telephonenew,telephone_calling_plans
How to activate and deactivate Hotline with TimeOut?,"To activate Hotline with TimeOut, press *53*, followed by the desired number and the # key. To deactivate the service, press #53#.",telephonenew,telephone_calling_plans
How to activate and deactivate Hotline without TimeOut?,"To activate Hotline, press *53*, followed by the desired number and the # key. To deactivate the service, press #53#.",telephonenew,telephone_calling_plans
How to setup Conference Call?,"To setup a conference call,
,
i. Call the first party and press the hook or flash button. This puts the current caller on hold, and you will hear a dial tone.
,
ii. Dial the new number and wait for the call to be answered.
,
iii. Press the hook or flash button again and wait to hear the dial tone.
,
iv. Press 3.
,
v. All three individuals will then be connected in the same conversation",telephonenew,telephone_calling_plans
What is Voice Mail (Al Mersal) Messaging Service?,Voice Mail (Al Mersal) Messaging service is an advanced telephone answering service customized to suit unique customer needs especially for those on the move and who spend time out of their homes or offices.,telephonenew,telephone_calling_plans
What are the codes and commands for activation?,,telephonenew,telephone_calling_plans
What is Unlimited IDD?,"For the first time in UAE, customers can now make unlimited international calls to the country of choice for a fixed monthly rental. With this plan added on to your home land phone account, the customers can make direct calls to any international number – mobile or landlines.",telephonenew,telephone_unlimited_idd
Which are the countries I could make UL calls to?,"You can choose one country, from the list of 64 countries to make Unlimited international (International Direct Dialing – IDD) calls. However, there will be no restriction for you to make calls to other domestic and international numbers for which your existing rates will only apply.",telephonenew,telephone_unlimited_idd
What is the rental for the product?,There is a fixed monthly rental of just AED 150 per account. You only pay extra if calls are made to other countries other than the one selected. You may also get charged if you cross the Fair usage limits that is set for your specific country.,telephonenew,telephone_unlimited_idd
Who all can subscribe?,"Any home – e Life customer (and or Part of 1P, DEL, 2P or 3P) of Etisalat in UAE with a valid and active fixed telephone line can subscribe to this offer. There is no restrictions based on nationality, type of services you currently have or the ARPU profile. Product can be subscribed during any time of the month.",telephonenew,telephone_unlimited_idd
Can the UL IDD product benefits get extended on to my mobile connection?,The Unlimited IDD to once country of your choice is available exclusively for etisalat home phone customers only. It cannot be availed by mobile subscribers.,telephonenew,telephone_unlimited_idd
Which are the countries available?,"There are 64 countries available. Customer can select one country as the most preferred from this list. These countries include most of the major destinations to which more than 80% of people in UAE call.
,
There are 2 groups: 1st group with 47 countries and the 2nd group with 17 countries. The FUP is 2K Minutes per month to countries in 1st group and 1K minutes a month to countries in 2nd group. The countries list can be accessed ,.",telephonenew,telephone_unlimited_idd
What do you mean by Fair Usage Policy (FUP)?,"The Unlimited benefit is planned in a way to extend our customers extreme value on their home IDD calls. However, it could be misused or abused by some customers, which is against the spirit of the product. Such irresponsible consumer behavior by (very) few might end up affecting the rich experience that we want our home phone customers to enjoy. In order to avoid such abuses, we have put fair usage limits. There are 2 different fair usage limits depending on the country of choice.",telephonenew,telephone_unlimited_idd
Why is the predefined usage limit considered as Fair?,"On an average, the fixed phone customers in UAE speak international for around 60 minutes (1 hour) a month. Fair usage limits are set at 2000 minutes to group 1 countries, which is more than 33 Hours a month (Which is more than 1 hour every day as against today’s 1 hour a month!). Even to group 2 countries, the Fair usage limit is 1000 minutes, which is more than 16 Hours of international calling a month!,Anyhow, you can call to the selected country at regular standard rate even after crossing FUP.",telephonenew,telephone_unlimited_idd
Will I have to pay full even if I buy the product mid month?,"You can buy the product any time on the month. But we ensure you that you are not unnecessarily charged. The charges for the first month will be prorated depending on the day of subscription. For example, if the subscription is on 10th of the month, the customer will be charged only 100 AED instead of AED 150.",telephonenew,telephone_unlimited_idd
What is Telephone SMS service?,The Telephone SMS service lets customers with SMS-enabled Telephones send English and Arabic texts up to a maximum of 160 characters for English & 70 characters for Arabic.,telephonenew,telephone_sms
My telephone instrument is not SMS-enabled. Can I still receive or send texts using my Telephone?,Yes. Text-to-speech technology can convert a text to a voice message when it is sent to non-SMS enabled Telephone. However you cannot send text messages from your ordinary telephone.,telephonenew,telephone_sms
How will I know if my porting request is completed or not?,"You will be notified once Etisalat activates the new SIM card. Your previous operator shall also notify you on the deactivation of the old SIM card soon after Etisalat activates the new SIM.,You will also be notified by means of SMS upon successful completion of your porting request.",mobilenew,mobile_postpaid
When can I apply for a porting request?,"You can choose to apply for the service anytime between 8 am to 8 pm on any working day. Porting requests received between 8 am to 1 pm on working days only (Sunday to Thursday) will be processed the same day. However, some of our outlets work 24 hours, so you can submit your port in request at anytime, and our teams will process and verify your requests.",mobilenew,mobile_postpaid
When will the application received after 1 pm be processed?,The applications received after 1 pm will be processed during the next working day.,mobilenew,mobile_postpaid
Is it compulsory to visit an Etisalat office to place the porting request?,No. You can become an Etisalat customer without even visiting any of our offices. All you have to do is visit etisalat.ae and place a port request and we will deliver the SIM card at your doorstep. (This service is applicable to destinations within the UAE only.),mobilenew,mobile_postpaid
"In case I have a balance due with my previous operator, can I still port in or out?","Yes. Even if you have balance due, you will be able to place your porting request.",mobilenew,mobile_postpaid
What is Autopay? ,"Autopay service is a great way to pay Etisalat's postpaid bills automatically on due date with complete confidence and security through your personal credit card.,You can now enjoy the convenience of paying your Etisalat’s postpaid bills automatically through a credit card. It only requires a one-time registration.",mobilenew,mobile_postpaid
How can I enroll for Autopay?,"Simply log on to Etisalat Online Services website , and register your credit card details. Enjoy peace of mind by paying your bills on time.,If you have an Etisalat Online Services user ID, you will be able to register your Etisalat postpaid account.,If you do not have an Etisalat Online Services user ID, you can still use Autopay service by simply logging on to www.etisalat.ae/online and registering any of your Etisalat accounts - either mobile, fixed line, Al Shamil and eLife easily and quickly.,After successful online registration and log in, you need to register you Credit Card details against the registered account with Etisalat Online Services.,Alternatively fill-up your credit card  details in the , and submit to nearest Etisalat Store/ Business centre.",mobilenew,mobile_postpaid
What are the benefits of subscribing to Etisalat Autopay?,"One time registration; thereafter you need not worry about remembering to pay Etisalat bills on time.,A Safe, convenient and efficient way of paying Etisalat’s bills such as mobile services (Postpaid), Fixed-line, Al Shamil and eLife.",mobilenew,mobile_postpaid
Is there any charges to register for Auto Pay and any monthly debits?,"No, there are no charges.",mobilenew,mobile_postpaid
Which credit card types can I use to set up Autopay?,You can register for Autopay using a Visa or MasterCard credit card.,mobilenew,mobile_postpaid
What bills can I pay using Autopay?,"You can pay your Etisalat mobile services (Postpaid), Fixed-line, Al Shamil and eLife.",mobilenew,mobile_postpaid
When will be the charging date once Autopay is activated?,"The monthly debit will be 15, of every month. Single date of charging.",mobilenew,mobile_postpaid
Is there any minimum and maximum limit for Autopay?,The minimum bill payment amount is AED 10 and maximum amount is AED 5000 per transaction.,mobilenew,mobile_postpaid
My credit card number has changed/expired. How do I modify my existing Autopay subscription?,"All you need to do is login to , and update your credit card details.,Alternatively you may visit any nearby , for assistance.",mobilenew,mobile_postpaid
How do I cancel my Autopay subscription?,"All you need to do is login to , and cancel your subscription.,Alternatively you may visit any nearby , for assistance.",mobilenew,mobile_postpaid
What is the New Postpaid Combo Add-On?,"2 new Combo Add-ons will be launched that will provide customers 40% savings compared to subscribing in individual add-ons.
,
Now there are 9 Add-ons or saving packs that New Postpaid customers can choose from.",mobilenew,mobile_postpaid
Who is eligible for the Combo Add-On?,"Same eligibility of the current Consumer postpaid Add-ons shall also be applicable to the new Combo Add-on.,• New postpaid monthly plan (AED 50 monthly plan rental)
,
• New Postpaid Yearly Contract Plans ( 150 plan / 250 plan / 500 plan / 1,000 plan)
,
• New Postpaid Smart Phone Plans",mobilenew,mobile_postpaid
What channels are available to manage Combo Add-on?,"Customers can use any of the following channel to manage subscription or un-subscription in Combo add-on,1. USSD
,
Dial the add-on menu *140#
,
Also, managing the add-on is possible through the unified menu *101#
,
2. IVR
,
Dial IVR 125 and follow the instruction
,
3. SMS",mobilenew,mobile_postpaid
Can I activate different types of Add-ons? ,"Yes, you have the freedom of activating and mixing different types of add-ons you choose. You can subscribe and cancel at any time during the month. Pro-rated rental and allowances will be applied in case you subscribe during the month.,Add-on subscription is automatically renewed at the beginning of every month. If you deactivate an add-on in the middle of the month, the rental is not refunded and the remaining allowances will be kept to use until end of the month and will be removed from start of next month.",mobilenew,mobile_postpaid
What are the Preferred Number rules?,"• Preferred number can be any active etisalat mobile number.
,
• It will not be possible to deactivate the preferred number in the Combo Add-on alone. Customer need to deactivate the whole Combo add-on if wishes to delete the preferred number.",mobilenew,mobile_postpaid
How can I check the remaining allowance in my balance?,"1. Postpaid Add-ons USSD *140# “balance inquiry menu”
,
2. Etisalat mobile app “my usage menu”
,
3. USSD *101#",mobilenew,mobile_postpaid
How will the receiver track usage of the Transferred Data Balance?,Receiver will be able to track usage from the transferred data balance via USSD by dialing *121*170#. He/ she will also be notified via SMS on consuming 100% of the transferred data allowance.,mobilenew,mobile_data
Can I block the Data Balance Transfer service on my mobile?,"Yes, you can. To block Data Balance Transfer service on your mobile, call Customer Care on 800101, or make a request at any of our Business Centers.",mobilenew,mobile_data
Will the Transferred Data Balance work on BlackBerry?,"If the receiver has a device with BlackBerry 10 operating system or higher, he/ she will be able to enjoy the Transferred Data Balance. Older BlackBerry customers would not benefit from this service.",mobilenew,mobile_data
Will the Transferred Data Balance work on Data SIMs?,"Yes, the Transferred Data Balance works on Data SIMs.",mobilenew,mobile_data
Will the Transferred Data Balance work while on Roaming?,"No, the Transferred Data Balance is for local usage only.",mobilenew,mobile_data
What is the NEW Daily Unlimited Social Data Plan? ,"The NEW Daily Unlimited Social Data Plan offers all etisalat prepaid - Wasel customers daily unlimited access to Facebook, WhatsApp, BBM, Twitter and LinkedIn applications for only AED 2 a day.",mobilenew,mobile_data
What is the Monthly Unlimited Social Data Plan? ,"The Monthly Unlimited Social Data Plan offers all Etisalat prepaid and postpaid customers monthly unlimited access to Facebook, WhatsApp, BBM, Twitter and LinkedIn applications for only AED 49 a month.",mobilenew,mobile_data
What can I do in these social applications? ,"You can perform activities such as:,- Access Facebook to send messages, add friends, upload photos, update profile, like other's posts, etc.,- Use WhatsApp to chat, send and receive pictures, or videos and broadcast messages.,- Use Twitter to tweet, reply to a tweet, re-tweet, follow others, search for trending topics, etc.,- Log in to BBM to chat, create groups, share photos, update profile and broadcast messages,- Log into LinkedIn to view posts, posts updates, browse contacts, send messages,* External links to view articles, photos and videos will be blocked",mobilenew,mobile_data
How can I activate the Unlimited Social Data Plans? ,"To activate the Daily Unlimited Social Data Plan just dial *170#, or SMS 'DSP' to 1010.,To activate the Monthly Unlimited Social Data Plan dial *170#, or SMS 'SP' to 1010.,Once the plan has been activated a confirmation SMS will be sent.",mobilenew,mobile_data
Do I have to activate the Unlimited Social Data Plans every day/ month? ,"For the New Daily Unlimited Social Data Plan, once activated, you'll enjoy unlimited social access every day. The plan is automatically renewed every 24 hours, at the same time you first activated the plan. You'll stay subscribed to the plan until you deactivate. E.g. if you activate the plan at 7pm, the plan will remain active for 24 hours, and get renewed the following day at 7pm.,For the Monthly Unlimited Social Data Plan, once activated, you'll enjoy unlimited social access every month. The plan will be automatically renewed every 30 days.",mobilenew,mobile_data
Can I really use these social applications without any limit?  ,"Yes. You can use Facebook, Twitter, WhatsApp, BBM or LinkedIn on your smartphone or data device without having to worry about how much data you are using. You can use it as much as you like as long as your plan is active., Please note that the download of the social applications and their updates are not part of the New Unlimited Social Data Plan. You will need to have a data pack or Wi-Fi access to be able to download the social applications and their updates to your smartphone or data device.",mobilenew,mobile_data
Can I Deactivate the plan? ,"You can deactivate the Daily Unlimited Social Data Plan at any time by sending SMS 'C DSP' to 1010. Unlimited access to social applications that is part of this plan will be disabled.,Similarly, you can deactivate the Monthly Unlimited Social Data Plan by sending SMS 'C SP' to 1010.",mobilenew,mobile_data
Can I access the internet or watch a video if I subscribe to the Unlimited Social Data Plans? ,"The Unlimited Social Data Plans are designed to cover all your social networking needs, if you wish to browse the internet or access any other specific application you need to activate a regular Data package.",mobilenew,mobile_data
Can I still enjoy my current prepaid tariff plan? ,"Yes, you can continue to benefit from your existing tariff. Any social network data usage will first be consumed from your Unlimited Social Data Plan, and any usage beyond that will be consumed from other existing data allowance that you have.",mobilenew,mobile_data
I have an existing data plan - can I still activate the Unlimited Social Data Plans?,"Yes, you can still activate the Unlimited Social Data Plans even if you already have an existing data plan. All use of Facebook, WhatsApp, Twitter, BBM & LinkedIn will be unlimited as long as you have the plan active. All other data usage will be taken from your existing data plan.",mobilenew,mobile_data
Can I use the Unlimited Social Data Plans on my BlackBerry?,If you have a BB10 operating system and above you can enjoy the Unlimited Social Data Plans. Older BB operating system customers would not be able to benefit from it.,mobilenew,mobile_data
Can I activate the Unlimited Social Data Plans if I am subscribed to the Free Social Data Promotion?,"If you are subscribed to the Free Social Data Promotion you will not be able to activate the Unlimited Social Data Plans. You will have to first unsubscribe from the promotion then try activating the new plan again. This is being done so that you are not charged for social data, since we are offering it for free as part of the promotion. Once the promotion is over, you can re-subscribe to any plan of your choice.",mobilenew,mobile_data
What happens if I don’t have enough balance in my account?,"First time subscription: You will have to recharge your wasel prepaid account and try activating the plan again.,Renewal: You will have a grace period of 3 days to recharge your account in order to continue enjoying the plan, after which the plan will be removed from your account. Once removed and you have enough balance, you will have to activate the plan again.",mobilenew,mobile_data
What is the Filipino Offer and who is eligible for it?,"Etisalat has launched a special offer for the Filipino community in UAE, wherein prepaid mobile customers can opt-in to this offer and enjoy call rates of 0.75 fils per second (45 fils per minute), with a call set up fee of AED 1 per call. These rates are valid 24 hours a day, 7 days a week.",mobilenew,mobile_data
What would be my call charges to other countries? ,The call charges to other countries would be as per your tariff plan or add on that you have subscribed to.,mobilenew,mobile_data
"I am an existing Wasel customer, how would I be charged for my calls after I have opted into this Offer?","Once you have opted-in this offer, all your calls to Philippines would be charged at 0.75 fils per second, for both per minute and per second billing customers. A call Set-up Fee of AED 1 will apply. All calls to other destinations and local calls would continue to be charged as per your tariff plan and billing pulse.",mobilenew,mobile_data
Are there any limitations or restrictions on the number of calls (or) the length of the call that I make to Philippines?,There are no restrictions applicable with this offer. You can make as many calls as you wish for as long as you want.,mobilenew,mobile_data
How can I subscribe to the Filipino Offer?,"You can subscribe to the Filipino Offer by: Dialling , and pressing the dial key,Once you have been successfully opted-in, you will receive an SMS from Etisalat confirming the same. The benefits of the Filipino Offer will be applicable for all calls made after this confirmation SMS has been received by you.",mobilenew,mobile_data
Can I opt out of the Filipino Offer? ,"Yes, you can opt-out any time by
,
							,
Dialling *140*4# and pressing the dial key
,
							,
Once opted-out, you will be charged for calls to Philippines as per your existing tariff plan. You can opt-in again any time before end of the promotional period.",mobilenew,mobile_data
Are there any registration / subscription charges associated with this Filipino Offer?,"No, there are no registration / subscription charges associated with this Offer.",mobilenew,mobile_data
Do I have to activate the Daily Combo Pack every day?,"No, the pack will be renewed automatically every 24 hours (from the time of first activation) and AED 2.50 (5% VAT excluded). Will be deducted from your main account. Each day when the pack expires, a new pack will be activated and you’ll be notified via SMS.",mobilenew,mobile_prepaid
Can I deactivate the pack?,To unsubscribe: SMS to 1012 with C ODCP. The remaining allowance will remain valid until their expiry time. You can re-activate the pack again at any time after the expiry time of your pack.,mobilenew,mobile_prepaid
Can I still enjoy my current prepaid tariff plan?,"Yes, you can continue to benefit from your existing tariff. All your flexi minutes, data and flexi SMS usage will first be consumed from your daily combo pack allowance. Any usage beyond that will be consumed as per standard rates from your International Plus Balance, followed by your Credit Plus Balance, followed by your Main Account balance as per your existing tariff plan rate.",mobilenew,mobile_prepaid
What happens if I don’t use all my allowance within 24 hours?,"Any unused Minutes, SMSs or Data allowance will automatically expire and can’t be carried over.",mobilenew,mobile_prepaid
How can I check the remaining allowances?,You can Check your remaining allowances by dialing *101# and choosing Option 1 - Account Management.,mobilenew,mobile_prepaid
Can I use the Daily Combo Pack on my BlackBerry?,"If you are a Blackberry customer, you can use the flexi minutes and SMS as usual. However, to get the benefit of the data allowance, you need to have a BB10 operating system and above.",mobilenew,mobile_prepaid
What countries are included in the Daily Combo pack?,You can call 100 countries with the International Minutes Packs. To see the list of countries ,mobilenew,mobile_prepaid
